verb	intrans	trans	xtrans	ditrans	total	percent_intrans	percent_trans	percent_ditrans
interviewing	28188.0	12691.0	0.0	0.0	40879.0	0.6895472002739793	0.3104527997260207	0.0
interweaving	2043.0	1604.0	0.0	0.0	3647.0	0.5601864546202359	0.4398135453797642	0.0
interwoven	29957.0	263.0	0.0	0.0	30220.0	0.9912971542025149	0.00870284579748511	0.0
intimate	17917.0	5661.0	0.0	0.0	23578.0	0.7599032996861481	0.24009670031385189	0.0
intimated	57480.0	6585.0	0.0	0.0	64065.0	0.8972137672676188	0.10278623273238117	0.0
intimates	7113.0	1297.0	0.0	0.0	8410.0	0.8457788347205708	0.15422116527942925	0.0
intimating	15704.0	5348.0	0.0	0.0	21052.0	0.7459623788713662	0.2540376211286339	0.0
intimidate	8676.0	19211.0	0.0	0.0	27887.0	0.3111127048445512	0.6888872951554488	0.0
intimidated	25764.0	1614.0	0.0	14.0	27392.0	0.9405665887850467	0.05892231308411215	0.0005110981308411214
intimidating	14650.0	3918.0	0.0	0.0	18568.0	0.7889918138733305	0.21100818612666955	0.0
intitled	4713.0	126.0	0.0	0.0	4839.0	0.9739615623062616	0.026038437693738377	0.0
intituled	6831.0	342.0	0.0	16.0	7189.0	0.9502016970371401	0.04757268048407289	0.0022256224787870356
intoxicate	2375.0	2339.0	0.0	47.0	4761.0	0.49884478050829656	0.49128334383532873	0.009871875656374712
intoxicated	55611.0	1670.0	0.0	14.0	57295.0	0.9706082555196789	0.029147395060651015	0.0002443494196701283
intoxicating	51301.0	10047.0	0.0	0.0	61348.0	0.8362293799308861	0.16377062006911391	0.0
intreated	1661.0	492.0	0.0	0.0	2153.0	0.7714816535067348	0.22851834649326522	0.0
intrench	1154.0	1831.0	0.0	12.0	2997.0	0.3850517183850517	0.6109442776109443	0.004004004004004004
intrenched	7974.0	1636.0	0.0	0.0	9610.0	0.8297606659729448	0.17023933402705516	0.0
intrenching	3106.0	922.0	0.0	0.0	4028.0	0.7711022840119166	0.22889771598808342	0.0
intrigued	9308.0	1755.0	0.0	0.0	11063.0	0.8413631022326674	0.15863689776733256	0.0
introduce	51026.0	304047.0	0.0	294.0	355367.0	0.1435867708594214	0.8555859154057636	0.0008273137348149941
introduced	695640.0	99366.0	21.0	83.0	795110.0	0.8748978128812366	0.12497138760674624	0.00010438807209065413
introduces	8127.0	18459.0	0.0	0.0	26586.0	0.3056872037914692	0.6943127962085308	0.0
introducing	28807.0	219044.0	0.0	105.0	247956.0	0.11617787026730549	0.8833986675055252	0.0004234622271693365
introduction	11679.0	3448.0	0.0	0.0	15127.0	0.7720631982547762	0.22793680174522377	0.0
intrude	20507.0	4040.0	0.0	0.0	24547.0	0.8354177699922597	0.16458223000774025	0.0
intruded	8468.0	1197.0	0.0	0.0	9665.0	0.8761510605276772	0.12384893947232281	0.0
intruding	24295.0	1718.0	0.0	0.0	26013.0	0.9339560988736401	0.0660439011263599	0.0
intrust	1181.0	5521.0	0.0	10.0	6712.0	0.17595351609058402	0.8225566150178785	0.0014898688915375446
intrusted	61170.0	4838.0	0.0	0.0	66008.0	0.9267058538358987	0.07329414616410132	0.0
intrusting	293.0	1894.0	0.0	0.0	2187.0	0.133973479652492	0.866026520347508	0.0
inundate	214.0	1928.0	0.0	0.0	2142.0	0.09990662931839403	0.900093370681606	0.0
inundated	7654.0	1846.0	0.0	0.0	9500.0	0.8056842105263158	0.19431578947368422	0.0
inundating	1006.0	1102.0	0.0	0.0	2108.0	0.47722960151802657	0.5227703984819735	0.0
inure	1271.0	964.0	0.0	0.0	2235.0	0.5686800894854586	0.4313199105145414	0.0
inured	16339.0	547.0	0.0	0.0	16886.0	0.967606301077816	0.03239369892218406	0.0
invade	15184.0	106338.0	0.0	31.0	121553.0	0.12491670300198267	0.8748282642139643	0.0002550327840530468
invaded	58862.0	37744.0	0.0	43.0	96649.0	0.6090285465964469	0.3905265445064098	0.000444908897143271
invades	1274.0	5033.0	0.0	0.0	6307.0	0.20199778024417314	0.7980022197558269	0.0
invading	9455.0	42456.0	0.0	54.0	51965.0	0.18194938901183488	0.8170114500144328	0.0010391609737323197
invalidate	3289.0	13409.0	0.0	0.0	16698.0	0.19696969696969696	0.803030303030303	0.0
invalidated	4300.0	374.0	0.0	0.0	4674.0	0.9199828840393667	0.0800171159606333	0.0
invalidating	2112.0	3027.0	0.0	0.0	5139.0	0.4109748978400467	0.5890251021599533	0.0
invalided	4038.0	239.0	0.0	0.0	4277.0	0.9441197100771569	0.055880289922843114	0.0
inveigh	2653.0	11.0	0.0	0.0	2664.0	0.9958708708708709	0.004129129129129129	0.0
inveighed	3438.0	42.0	0.0	0.0	3480.0	0.9879310344827587	0.01206896551724138	0.0
inveighing	2103.0	0.0	0.0	0.0	2103.0	1.0	0.0	0.0
invent	33900.0	55752.0	0.0	79.0	89731.0	0.37779585650444103	0.6213237342724365	0.0008804092231224438
invented	163711.0	39612.0	0.0	159.0	203482.0	0.8045478224118103	0.1946707816907638	0.0007813958974258165
inventing	13263.0	27577.0	0.0	27.0	40867.0	0.3245405828663714	0.6747987373675581	0.0006606797660704235
inventoried	2899.0	36.0	0.0	0.0	2935.0	0.9877342419080068	0.012265758091993186	0.0
invents	2381.0	2620.0	0.0	0.0	5001.0	0.4761047790441912	0.5238952209558089	0.0
invert	1111.0	6385.0	0.0	29.0	7525.0	0.14764119601328904	0.8485049833887043	0.0038538205980066446
inverted	23588.0	776.0	0.0	0.0	24364.0	0.9681497291085208	0.03185027089147923	0.0
inverting	6091.0	6763.0	0.0	330.0	13184.0	0.4619993932038835	0.5129702669902912	0.025030339805825242
invest	63405.0	37791.0	0.0	25.0	101221.0	0.6264016360241452	0.37335137965441956	0.00024698432143527527
invested	212709.0	17318.0	0.0	0.0	230027.0	0.924713185843401	0.075286814156599	0.0
investigate	94174.0	195320.0	0.0	160.0	289654.0	0.3251258397950658	0.6743217770167165	0.0005523831882176666
investigated	147453.0	9493.0	0.0	0.0	156946.0	0.9395142278235826	0.06048577217641737	0.0
investigates	2277.0	2781.0	0.0	0.0	5058.0	0.4501779359430605	0.5498220640569395	0.0
investigating	67000.0	89606.0	0.0	0.0	156606.0	0.4278252429664253	0.5721747570335747	0.0
investing	48744.0	23581.0	0.0	0.0	72325.0	0.6739578292430003	0.32604217075699965	0.0
invests	2168.0	7191.0	0.0	0.0	9359.0	0.2316486804145742	0.7683513195854258	0.0
invigorate	4310.0	7157.0	0.0	0.0	11467.0	0.37586116682654575	0.6241388331734543	0.0
invigorated	10502.0	1538.0	0.0	0.0	12040.0	0.8722591362126246	0.12774086378737542	0.0
invigorates	904.0	2103.0	0.0	0.0	3007.0	0.30063185899567674	0.6993681410043232	0.0
invigorating	4561.0	2081.0	0.0	0.0	6642.0	0.6866907557964469	0.31330924420355316	0.0
invite	34188.0	93987.0	0.0	73.0	128248.0	0.26657725656540454	0.7328535337783045	0.0005692096562909363
invited	182882.0	83214.0	0.0	194.0	266290.0	0.6867775733223178	0.3124938976304029	0.000728529047279282
invites	10414.0	11688.0	10.0	0.0	22112.0	0.470965991316932	0.5285817655571635	0.0
inviting	105725.0	51864.0	0.0	10.0	157599.0	0.6708481652802365	0.3290883825404984	6.345217926509685e-05
invoke	7179.0	25027.0	0.0	11.0	32217.0	0.22283266598379736	0.7768258993698979	0.00034143464630474594
invoked	30260.0	6853.0	0.0	0.0	37113.0	0.815347721822542	0.18465227817745802	0.0
invokes	2113.0	2331.0	0.0	0.0	4444.0	0.4754725472547255	0.5245274527452746	0.0
invoking	4294.0	24264.0	0.0	0.0	28558.0	0.1503606695146719	0.8496393304853281	0.0
involve	25101.0	171172.0	0.0	30.0	196303.0	0.1278686520328268	0.8719785229976108	0.00015282496956236022
involved	2654779.0	68833.0	20.0	14.0	2723646.0	0.9747151428636468	0.025272373869438244	5.1401687297101015e-06
involves	39700.0	131681.0	0.0	51.0	171432.0	0.23157870175929815	0.7681238041905829	0.00029749405011899764
involving	45498.0	914048.0	0.0	31.0	959577.0	0.04741464207666503	0.9525530520218805	3.230590145449505e-05
iodinated	3605.0	0.0	0.0	0.0	3605.0	1.0	0.0	0.0
iodine	1855.0	827.0	0.0	0.0	2682.0	0.691648023862789	0.30835197613721105	0.0
iodized	9570.0	62.0	0.0	0.0	9632.0	0.9935631229235881	0.00643687707641196	0.0
ionised	4881.0	0.0	0.0	0.0	4881.0	1.0	0.0	0.0
ionize	1243.0	1736.0	0.0	0.0	2979.0	0.41725411211816044	0.5827458878818396	0.0
ionized	47531.0	278.0	0.0	0.0	47809.0	0.9941851952561234	0.005814804743876676	0.0
ionizing	10688.0	4645.0	0.0	0.0	15333.0	0.697058631709385	0.302941368290615	0.0
ir	2155.0	149.0	0.0	0.0	2304.0	0.9353298611111112	0.0646701388888889	0.0
iris	7256.0	463.0	83.0	0.0	7802.0	0.9300179441168931	0.05934375801076647	0.0
irksome	1959.0	79.0	0.0	0.0	2038.0	0.9612365063788028	0.03876349362119725	0.0
iron	4279.0	8767.0	0.0	0.0	13046.0	0.3279932546374368	0.6720067453625632	0.0
ironed	10675.0	450.0	0.0	11.0	11136.0	0.9586027298850575	0.04040948275862069	0.0009877873563218392
ironing	19802.0	2667.0	13.0	0.0	22482.0	0.8807935237078551	0.11862823592207099	0.0
irradiated	23513.0	645.0	0.0	0.0	24158.0	0.9733007699312857	0.0266992300687143	0.0
irradiating	2035.0	1069.0	0.0	0.0	3104.0	0.6556056701030928	0.3443943298969072	0.0
irregular	1239.0	1998.0	0.0	0.0	3237.0	0.3827618164967563	0.6172381835032438	0.0
irrigate	3424.0	12148.0	0.0	10.0	15582.0	0.21974072647927095	0.7796175073803107	0.0006417661404184315
irrigated	42686.0	648.0	0.0	0.0	43334.0	0.9850463839017861	0.014953616098213874	0.0
irrigating	19464.0	8711.0	0.0	0.0	28175.0	0.6908251996450754	0.30917480035492456	0.0
irrigation	2507.0	1027.0	0.0	0.0	3534.0	0.709394453876627	0.29060554612337297	0.0
irritate	10068.0	20481.0	0.0	170.0	30719.0	0.32774504378397734	0.66672092190501	0.005534034311012728
irritated	75711.0	8429.0	0.0	10.0	84150.0	0.8997147950089126	0.10016636957813428	0.00011883541295306001
irritates	1731.0	3115.0	0.0	0.0	4846.0	0.35720181593066447	0.6427981840693355	0.0
irritating	12623.0	10310.0	0.0	0.0	22933.0	0.5504295120568613	0.4495704879431387	0.0
is	6649789.0	3944.0	135.0	10.0	6653878.0	0.9993854711493058	0.0005927370474781774	1.5028829804213423e-06
requires	49801.0	34072.0	0.0	0.0	83873.0	0.5937667664206598	0.4062332335793402	0.0
requireth	1732.0	1482.0	0.0	0.0	3214.0	0.5388923459863099	0.4611076540136901	0.0
requiring	179205.0	458475.0	0.0	108.0	637788.0	0.2809789459820505	0.7188517187529398	0.00016933526500968973
requisitioned	4496.0	116.0	0.0	0.0	4612.0	0.9748482220294883	0.02515177797051171	0.0
requite	2512.0	6678.0	0.0	200.0	9390.0	0.2675186368477103	0.7111821086261981	0.021299254526091587
requited	4797.0	2323.0	0.0	0.0	7120.0	0.6737359550561798	0.3262640449438202	0.0
reread	4363.0	4388.0	0.0	98.0	8849.0	0.49305006215391567	0.49587524014012885	0.011074697705955476
rereading	3199.0	1626.0	0.0	10.0	4835.0	0.6616339193381593	0.3362978283350569	0.002068252326783868
rescind	5322.0	11361.0	0.0	0.0	16683.0	0.31900737277468083	0.6809926272253192	0.0
rescinded	8076.0	412.0	0.0	0.0	8488.0	0.9514608859566447	0.04853911404335533	0.0
rescinding	2042.0	2729.0	0.0	0.0	4771.0	0.4280025151959757	0.5719974848040243	0.0
rescue	8693.0	78046.0	0.0	21.0	86760.0	0.10019594283079761	0.899562010142923	0.00024204702627939143
rescued	58222.0	17943.0	0.0	0.0	76165.0	0.7644193527210661	0.23558064727893388	0.0
rescues	930.0	1971.0	0.0	0.0	2901.0	0.32057911065149947	0.6794208893485005	0.0
rescuing	9156.0	16425.0	0.0	0.0	25581.0	0.35792189515656153	0.6420781048434385	0.0
research	2310.0	1880.0	0.0	0.0	4190.0	0.5513126491646778	0.4486873508353222	0.0
researched	7625.0	79.0	0.0	0.0	7704.0	0.9897455867082036	0.01025441329179647	0.0
researching	5040.0	2996.0	0.0	0.0	8036.0	0.627177700348432	0.37282229965156793	0.0
resected	5129.0	0.0	0.0	0.0	5129.0	1.0	0.0	0.0
resell	1525.0	1022.0	0.0	0.0	2547.0	0.5987436199450333	0.4012563800549666	0.0
resemble	56695.0	70127.0	0.0	116.0	126938.0	0.44663536529644393	0.5524508027541004	0.0009138319494556398
resembled	18263.0	31648.0	16.0	38.0	49965.0	0.36551586110277196	0.6334033823676574	0.0007605323726608626
resembles	30996.0	45710.0	35.0	31.0	76772.0	0.40374094722034076	0.5953993643515865	0.00040379304954931485
resembling	108163.0	254727.0	0.0	34.0	362924.0	0.2980320948738579	0.7018742216001146	9.368352602748785e-05
resent	14646.0	35570.0	0.0	59.0	50275.0	0.29131775236200896	0.7075087021382397	0.0011735454997513675
resented	18556.0	14783.0	0.0	0.0	33339.0	0.5565853804853175	0.44341461951468253	0.0
resenting	2424.0	10287.0	0.0	0.0	12711.0	0.19070096766580127	0.8092990323341988	0.0
resents	1094.0	2314.0	0.0	0.0	3408.0	0.3210093896713615	0.6789906103286385	0.0
reserve	12771.0	24754.0	0.0	22.0	37547.0	0.3401336990971316	0.6592803686046821	0.0005859322981862733
reserved	316111.0	12051.0	0.0	26.0	328188.0	0.963200970175631	0.03671980693992468	7.922288444428194e-05
reserves	855.0	2123.0	0.0	0.0	2978.0	0.28710543989254533	0.7128945601074547	0.0
reserving	8707.0	25380.0	0.0	0.0	34087.0	0.2554346231701235	0.7445653768298764	0.0
reset	2394.0	1373.0	0.0	0.0	3767.0	0.635518980621184	0.36448101937881605	0.0
resetting	2253.0	925.0	0.0	0.0	3178.0	0.7089364380113279	0.2910635619886721	0.0
resettled	2350.0	169.0	0.0	0.0	2519.0	0.9329098848749504	0.06709011512504963	0.0
reshape	1463.0	1818.0	0.0	0.0	3281.0	0.4459006400487656	0.5540993599512344	0.0
reshaped	1926.0	95.0	0.0	0.0	2021.0	0.9529935675408214	0.047006432459178626	0.0
reshaping	1174.0	2063.0	0.0	0.0	3237.0	0.3626814952116157	0.6373185047883843	0.0
reside	139921.0	2091.0	0.0	15.0	142027.0	0.9851718335246115	0.014722552754053807	0.0001056137213346758
resided	136986.0	5038.0	0.0	0.0	142024.0	0.9645271221765336	0.035472877823466455	0.0
resides	62874.0	1538.0	10.0	0.0	64422.0	0.9759709416037999	0.023873831920772408	0.0
residing	139577.0	1952.0	0.0	0.0	141529.0	0.986207773671827	0.013792226328173025	0.0
resign	138368.0	73655.0	0.0	60.0	212083.0	0.6524238152044247	0.3472932766888435	0.0002829081067317984
resigned	132378.0	35206.0	0.0	22.0	167606.0	0.7898165936780306	0.21005214610455472	0.00013126021741465102
resigning	24431.0	22742.0	0.0	0.0	47173.0	0.5179021898119687	0.4820978101880313	0.0
resigns	5048.0	4218.0	0.0	0.0	9266.0	0.5447873947766027	0.45521260522339735	0.0
resist	217288.0	429640.0	0.0	153.0	647081.0	0.33579721858623574	0.6639663349719741	0.00023644644179013138
resisted	98912.0	36783.0	0.0	79.0	135774.0	0.7285047210806193	0.2709134296698926	0.00058184924948812
resisteth	94.0	2870.0	0.0	0.0	2964.0	0.03171390013495277	0.9682860998650472	0.0
resisting	89012.0	120058.0	21.0	67.0	209158.0	0.42557301179012996	0.5740062536455693	0.00032033199781983
resists	7474.0	16106.0	0.0	0.0	23580.0	0.31696352841391007	0.6830364715860899	0.0
resold	2583.0	359.0	0.0	0.0	2942.0	0.8779741672331747	0.12202583276682528	0.0
resolve	70849.0	124558.0	26.0	100.0	195533.0	0.3623378151002644	0.6370177923930999	0.0005114226243140544
resolved	431160.0	5608.0	0.0	0.0	436768.0	0.9871602315187926	0.012839768481207414	0.0
resolves	6416.0	4640.0	0.0	0.0	11056.0	0.5803183791606368	0.4196816208393632	0.0
resolving	60931.0	63160.0	0.0	12.0	124103.0	0.4909712093986447	0.5089320967261065	9.669387524878528e-05
resonating	2189.0	95.0	0.0	0.0	2284.0	0.9584063047285464	0.04159369527145359	0.0
resort	97441.0	1177.0	0.0	0.0	98618.0	0.9880650591169969	0.011934940883003103	0.0
resorted	66441.0	1126.0	0.0	0.0	67567.0	0.9833350600145041	0.01666493998549588	0.0
resorting	51875.0	356.0	0.0	0.0	52231.0	0.9931841243705846	0.006815875629415481	0.0
resound	5531.0	683.0	0.0	0.0	6214.0	0.8900869005471516	0.10991309945284841	0.0
resounded	12807.0	505.0	0.0	0.0	13312.0	0.9620643028846154	0.037935697115384616	0.0
resounding	38157.0	1000.0	0.0	0.0	39157.0	0.9744617820568481	0.025538217943151927	0.0
resounds	2182.0	124.0	0.0	0.0	2306.0	0.9462272333044233	0.053772766695576756	0.0
resource	826.0	2134.0	0.0	0.0	2960.0	0.27905405405405403	0.720945945945946	0.0
respect	38616.0	131890.0	0.0	434.0	170940.0	0.2259038259038259	0.7715572715572716	0.002538902538902539
respected	204503.0	28257.0	0.0	255.0	233015.0	0.8776387786194022	0.12126687123146579	0.00109435014913203
respecting	83885.0	854556.0	93.0	299.0	938833.0	0.08935028913555446	0.9102321712168192	0.000318480496531332
respects	24509.0	20013.0	10.0	43.0	44575.0	0.5498373527762198	0.4489736399326977	0.0009646662927650028
respiratory	247.0	2419.0	0.0	0.0	2666.0	0.09264816204051013	0.9073518379594899	0.0
respire	3105.0	561.0	0.0	0.0	3666.0	0.8469721767594108	0.1530278232405892	0.0
respired	2442.0	208.0	0.0	0.0	2650.0	0.9215094339622641	0.07849056603773585	0.0
respiring	1614.0	503.0	0.0	0.0	2117.0	0.7623996221067548	0.23760037789324515	0.0
respond	227455.0	994.0	0.0	0.0	228449.0	0.9956489194524817	0.0043510805475182645	0.0
responded	41844.0	255.0	0.0	0.0	42099.0	0.9939428489987886	0.0060571510012114305	0.0
responding	108308.0	1634.0	0.0	0.0	109942.0	0.9851376180167725	0.01486238198322752	0.0
responds	15282.0	182.0	0.0	0.0	15464.0	0.9882307294361097	0.011769270563890325	0.0
rest	625754.0	87466.0	21.0	483.0	713724.0	0.8767450723248763	0.12254877235457964	0.0006767321821880727
restart	872.0	2026.0	0.0	0.0	2898.0	0.30089717046238784	0.6991028295376122	0.0
restate	1267.0	2603.0	0.0	0.0	3870.0	0.327390180878553	0.672609819121447	0.0
restated	3800.0	104.0	0.0	0.0	3904.0	0.9733606557377049	0.02663934426229508	0.0
rested	133157.0	18832.0	0.0	114.0	152103.0	0.8754396691715483	0.12381083870798078	0.0007494921204709966
resting	458761.0	35335.0	54.0	101.0	494251.0	0.92819437896939	0.07149201519066223	0.0002043496118369007
restore	59465.0	383171.0	0.0	936.0	443572.0	0.13405940861911933	0.8638304491717241	0.002110142209156574
restored	390582.0	50828.0	0.0	362.0	441772.0	0.8841257481234664	0.1150548246606847	0.0008194272158488995
restores	2700.0	8129.0	18.0	78.0	10925.0	0.2471395881006865	0.7440732265446224	0.007139588100686499
restoring	38344.0	126828.0	18.0	110.0	165300.0	0.23196612220205687	0.7672595281306716	0.0006654567453115548
restrain	35385.0	147913.0	0.0	54.0	183352.0	0.19298944107509053	0.8067160434573935	0.00029451546751603475
restrained	102163.0	17051.0	0.0	0.0	119214.0	0.8569714966363011	0.1430285033636989	0.0
restraining	72012.0	39871.0	0.0	17.0	111900.0	0.643538873994638	0.3563092046470063	0.0001519213583556747
restrains	2416.0	5623.0	0.0	0.0	8039.0	0.30053489239955217	0.6994651076004478	0.0
restrict	9674.0	63908.0	0.0	62.0	73644.0	0.13136168594861766	0.8677964260496442	0.0008418880017380914
restricted	185055.0	4468.0	20.0	0.0	189543.0	0.9763219955366329	0.023572487509430577	0.0
restricting	14714.0	48373.0	0.0	0.0	63087.0	0.23323347123813146	0.7667665287618686	0.0
restricts	1047.0	3774.0	0.0	0.0	4821.0	0.21717485998755445	0.7828251400124455	0.0
restructure	1515.0	1765.0	0.0	0.0	3280.0	0.46189024390243905	0.538109756097561	0.0
restructured	5387.0	29.0	0.0	0.0	5416.0	0.994645494830133	0.00535450516986706	0.0
restructuring	4308.0	2690.0	0.0	0.0	6998.0	0.6156044584166905	0.3843955415833095	0.0
rests	146515.0	9246.0	0.0	0.0	155761.0	0.9406398264007036	0.05936017359929636	0.0
result	228980.0	3684.0	0.0	0.0	232664.0	0.9841660076333253	0.01583399236667469	0.0
resulted	181163.0	581.0	0.0	0.0	181744.0	0.9968031957038471	0.0031968042961528303	0.0
resulting	1712235.0	24140.0	0.0	0.0	1736375.0	0.986097473184076	0.01390252681592398	0.0
results	90192.0	2212.0	37.0	0.0	92441.0	0.975670968509644	0.023928776192382168	0.0
resume	18047.0	148751.0	0.0	97.0	166895.0	0.10813385661643549	0.8912849396327032	0.00058120375086132
resumed	66209.0	95561.0	0.0	127.0	161897.0	0.4089575470824042	0.5902580035454641	0.0007844493721316639
resumes	2859.0	6942.0	0.0	0.0	9801.0	0.2917049280685644	0.7082950719314356	0.0
resuming	5483.0	47222.0	0.0	24.0	52729.0	0.10398452464488232	0.8955603178516566	0.00045515750346109354
resurrect	724.0	1290.0	0.0	0.0	2014.0	0.35948361469712015	0.6405163853028798	0.0
resurrected	10732.0	167.0	0.0	0.0	10899.0	0.9846774933480136	0.015322506651986421	0.0
resuscitate	1418.0	4409.0	0.0	0.0	5827.0	0.24334992277329673	0.7566500772267033	0.0
resuscitated	6248.0	232.0	0.0	0.0	6480.0	0.9641975308641976	0.03580246913580247	0.0
resuscitating	903.0	1315.0	0.0	0.0	2218.0	0.4071235347159603	0.5928764652840397	0.0
resuspended	2629.0	0.0	0.0	0.0	2629.0	1.0	0.0	0.0
retail	1329.0	1252.0	0.0	0.0	2581.0	0.5149166989538938	0.48508330104610614	0.0
retailed	2044.0	463.0	0.0	0.0	2507.0	0.8153171120861588	0.18468288791384124	0.0
retailing	4348.0	1946.0	0.0	0.0	6294.0	0.6908166507785192	0.3091833492214808	0.0
retain	84095.0	334567.0	0.0	541.0	419203.0	0.20060686588597887	0.7981025899146714	0.0012905441993497184
retained	252653.0	79443.0	0.0	194.0	332290.0	0.7603388606337838	0.2390773119865178	0.0005838273796984561
retaining	89823.0	161245.0	0.0	159.0	251227.0	0.3575372073861488	0.6418298988564127	0.0006328937574384919
retains	14318.0	41335.0	15.0	53.0	55721.0	0.2569587767628004	0.7418208574864055	0.0009511674234130758
retake	1256.0	12049.0	0.0	0.0	13305.0	0.09440060127771514	0.9055993987222849	0.0
retaken	8169.0	506.0	0.0	0.0	8675.0	0.941671469740634	0.058328530259366	0.0
retaking	676.0	2225.0	0.0	0.0	2901.0	0.23302309548431574	0.7669769045156842	0.0
retaliate	22632.0	1811.0	0.0	0.0	24443.0	0.9259092582743526	0.07409074172564742	0.0
retaliated	3741.0	295.0	0.0	0.0	4036.0	0.9269078295341923	0.07309217046580772	0.0
retaliating	3874.0	1090.0	0.0	0.0	4964.0	0.7804190169218372	0.21958098307816276	0.0
retard	14474.0	42765.0	0.0	65.0	57304.0	0.2525827167387966	0.746282981990786	0.001134301270417423
retarded	48552.0	10213.0	0.0	47.0	58812.0	0.8255458069781677	0.17365503638713187	0.0007991566347004013
retarding	8798.0	16172.0	0.0	0.0	24970.0	0.35234281137364837	0.6476571886263516	0.0
retards	1166.0	6700.0	0.0	0.0	7866.0	0.148232901093313	0.851767098906687	0.0
retell	609.0	1529.0	0.0	0.0	2138.0	0.28484565014031804	0.715154349859682	0.0
rethink	848.0	2274.0	0.0	0.0	3122.0	0.2716207559256887	0.7283792440743113	0.0
rethinking	3284.0	3334.0	0.0	0.0	6618.0	0.4962224236929586	0.5037775763070415	0.0
reticulated	2841.0	11.0	0.0	0.0	2852.0	0.9961430575035063	0.0038569424964936885	0.0
retire	366879.0	9442.0	0.0	15.0	376336.0	0.9748708600824795	0.025089281918285786	3.985799923472642e-05
retired	359029.0	5369.0	0.0	0.0	364398.0	0.9852661101323278	0.01473388986767216	0.0
retires	12184.0	212.0	0.0	0.0	12396.0	0.9828977089383673	0.017102291061632784	0.0
retiring	213833.0	4373.0	0.0	0.0	218206.0	0.9799593045104168	0.02004069548958324	0.0
retold	2985.0	565.0	0.0	0.0	3550.0	0.8408450704225352	0.1591549295774648	0.0
retook	184.0	2360.0	0.0	22.0	2566.0	0.07170693686671863	0.9197194076383476	0.00857365549493375
retort	4104.0	1926.0	0.0	0.0	6030.0	0.6805970149253732	0.3194029850746269	0.0
retorted	8913.0	1339.0	0.0	0.0	10252.0	0.8693913382754584	0.13060866172454155	0.0
retorting	2559.0	581.0	0.0	0.0	3140.0	0.814968152866242	0.18503184713375795	0.0
retouched	4934.0	513.0	0.0	0.0	5447.0	0.9058197172755645	0.09418028272443547	0.0
retouching	2708.0	1210.0	0.0	0.0	3918.0	0.6911689637570189	0.30883103624298114	0.0
retrace	2406.0	34011.0	0.0	0.0	36417.0	0.06606804514375154	0.9339319548562485	0.0
retraced	1693.0	7935.0	0.0	0.0	9628.0	0.1758412962193602	0.8241587037806398	0.0
retracing	1351.0	12471.0	0.0	0.0	13822.0	0.09774272898278108	0.902257271017219	0.0
retract	20574.0	15049.0	0.0	28.0	35651.0	0.5770946116518471	0.4221199966340355	0.0007853917141174161
retracted	15611.0	1787.0	0.0	0.0	17398.0	0.8972870444878722	0.10271295551212783	0.0
retracting	2790.0	2278.0	0.0	0.0	5068.0	0.5505130228887135	0.4494869771112865	0.0
retreat	142325.0	2310.0	0.0	0.0	144635.0	0.9840287620562105	0.01597123794378954	0.0
retreated	60528.0	2085.0	0.0	0.0	62613.0	0.9667002060275023	0.03329979397249772	0.0
retreating	162509.0	3809.0	0.0	0.0	166318.0	0.9770980892026119	0.022901910797388136	0.0
retreats	2774.0	194.0	0.0	0.0	2968.0	0.9346361185983828	0.06536388140161725	0.0
retrench	4050.0	2587.0	0.0	0.0	6637.0	0.6102154587916228	0.3897845412083773	0.0
retrenched	2258.0	409.0	0.0	0.0	2667.0	0.8466441694788152	0.15335583052118484	0.0
retrenching	928.0	1250.0	0.0	0.0	2178.0	0.426078971533517	0.573921028466483	0.0
retrieve	12503.0	43781.0	0.0	10.0	56294.0	0.22210182257434186	0.7777205386009166	0.00017763882474153552
retrieved	13056.0	3043.0	0.0	0.0	16099.0	0.8109820485744457	0.1890179514255544	0.0
retrieving	3999.0	11176.0	0.0	0.0	15175.0	0.2635255354200988	0.7364744645799012	0.0
retrograde	6486.0	466.0	0.0	0.0	6952.0	0.9329689298043728	0.06703107019562715	0.0
return	1418656.0	217211.0	11.0	8213.0	1644091.0	0.8628816774740571	0.13211616631926093	0.0049954655794600174
returned	1177158.0	68392.0	0.0	1724.0	1247274.0	0.9437846054676038	0.05483318019937881	0.0013822143330174444
returning	771593.0	167024.0	10.0	1527.0	940154.0	0.8207091604141449	0.1776560010381278	0.0016242019924395364
returns	16037.0	3822.0	0.0	15.0	19874.0	0.8069336821978464	0.19231156284592935	0.0007547549562242125
eluded	7500.0	8996.0	11.0	32.0	16539.0	0.4534736078360239	0.5439264768123828	0.0019348207267670355
eludes	569.0	3745.0	0.0	0.0	4314.0	0.13189615206305053	0.8681038479369495	0.0
eluding	3404.0	10389.0	0.0	0.0	13793.0	0.24679185093888203	0.753208149061118	0.0
eluted	5045.0	0.0	0.0	0.0	5045.0	1.0	0.0	0.0
eluting	2288.0	55.0	0.0	0.0	2343.0	0.9765258215962441	0.023474178403755867	0.0
emaciated	37186.0	284.0	0.0	0.0	37470.0	0.992420603149186	0.007579396850813985	0.0
emanate	10259.0	307.0	0.0	0.0	10566.0	0.9709445390876396	0.0290554609123604	0.0
emanated	11102.0	281.0	0.0	0.0	11383.0	0.9753140648335237	0.024685935166476325	0.0
